caption,mental_state,language
"Indifferent to the Noise of the world, a silent observer in the Moderate Depressionld Depressiondst of life's cacophony. ",Normal,English
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Moderately Depressed,English
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Happy,English
"जैसे-जैसे निखरते हैं हम, वैसे-वैसे दुनिया का रंग फीका लगता है।",Normal,Hindi
"Embraced by the hopeful dawn, a gardener sowing seeds of optiModerate Depressionld Depressionsm, tending to the blooms of a brighter tomorrow. ",Happy,English
Gratitude for the supportive community around me.    ,Happy,English
दिल में बसी बातें किताबों में कहाँ मिलती हैं?,Normal,Hindi
"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Stressed,English
खुद पर गर्व करो।,Moderately Depressed,Hindi
"सड़कें लंबी हैं, सफर अभी बाकी है। #यात्रा #अनुभव",Happy,Hindi
Ich liebe die Natur und ihre Schönheit.,Happy,English
Confidence soars after overcoModerate Depressionld Depressionng public speaking anxiety.       ,Severely Depressed,English
New book release from my favorite author!          ,Stressed,English
अकेले ही जीना है।,Normal,Hindi
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Moderately Depressed,English
"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Happy,English
Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Happy,English
रिफ्लेक्शन में वो दिखता है जो दुनिया से छुपा रखा है।,Stressed,Hindi
मुझे थकान महसूस हो रही है।,Stressed,Hindi
"हर जगह की, अपनी कहानी, अपना एक क़िस्सा होता है.!!",Stressed,Hindi
"In the void of heartache, echoes of a love song play, each Note a pang of longing. ",Severely Depressed,English
Amar a vida é um presente maravilhoso.,Moderately Depressed,English
Feeling blessed for the supportive community in times of need.    ,Happy,English
"A fiery deterModerate Depressionld Depressionnation burning within, fueled by the vision of reaching unparalleled heights. ",Severely Depressed,English
Harmony resonates as musicians play a symphony of unity.           ,Happy,English
Bittersweet emotions arise while bidding farewell to a dear friend. ,Happy,English
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Stressed,English
Reflecting on personal growth achieved through life experiences.  ,Happy,English
Exploring the universe within during a Moderate Depressionld Depressionndful meditation session. ,Normal,English
Ich liebe die Natur und ihre Schönheit.,Moderately Depressed,English
"Indifferent to the Noise of the world, a silent observer in the Moderate Depressionld Depressiondst of life's cacophony. ",Moderately Depressed,English
"C’est la saison des fleurs, profitons-en!",Moderately Depressed,English
Curiosity awakened by the mysteries of an ancient archaeological site. ,Moderately Depressed,English
सपनों का पीछा करो।,Happy,Hindi
"मेरी जड़ों का एहसास, जो इस लिबास के रंगों में खिलता है।",Happy,Hindi
"जब खुद का साथ हो, तो आईना भी दोस्त जैसा लगता है।",Moderately Depressed,Hindi
"In the void of heartache, echoes of a love song play, each Note a pang of longing. ",Moderately Depressed,English
Enthusiasm for a new artistic project in the works.  ,Happy,English
"कुछ दर्द बॉटे जाते है, कुछ... पाले जाते है।",Happy,Hindi
Sending affectionate vibes to all my followers!          ,Normal,English
"La vida es un viaje, disfruta cada momento.",Happy,English
"धुंध में भी सूरज चमकना नहीं भूलता, वैसे ही ख़्वाब भी कभी नहीं मरते।",Normal,Hindi
"Yearning for a touch that's Not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",Normal,English
AdModerate Depressionld Depressionration for the intricate details of a handcrafted masterpiece. ,Happy,English
हर दिन एक नई शुरुआत है।,Normal,Hindi
"Organizing a virtual talent show during challenging times, bringing sModerate Depressionld Depressionles to classmates' faces! ",Happy,English
आज का दिन अच्छा है।,Happy,Hindi
प्रेम वो नहीं है जो हमें पढ़ाया गया है।,Stressed,Hindi
"In the Moderate Depressionld Depressiondst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",Stressed,English
"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Happy,English
Amar a vida é um presente maravilhoso.,Happy,English
आज बादलों की छांव में सुकून मिला। ☁️ #मौसम,Happy,Hindi
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Happy,English
हर दिन एक नई शुरुआत है।,Happy,Hindi
खुशियाँ बांटने से बढ़ती हैं।,Severely Depressed,Hindi
AdModerate Depressionld Depressionration for the intricate details of a handcrafted masterpiece. ,Normal,English
"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Stressed,English
"Bitterness, a bitter aftertaste lingering on the tongue, each word a reModerate Depressionld Depressionnder of wounds that refuse to heal with the passing of time. ",Happy,English
Inspiration strikes while observing the colors of a vibrant sunset.,Stressed,English
"Bought a new video game, played for hours, forgot to eat. The ultimate gaModerate Depressionld Depressionng session. #GamerLife #NoFoodGaModerate Depressionld Depressionng ",Normal,English
बादल भी तरसते हैं धरती के हिस्से का बरसात बनने के लिए।,Happy,Hindi
"मेरी दुनिया बस इतनी-सी है, और ये मुझे बहुत प्यारी है।",Happy,Hindi
"C’est la saison des fleurs, profitons-en!",Normal,English
Amar a vida é um presente maravilhoso.,Normal,English
दिल के राज़ ऐसे हैं जैसे रात में बर्फ की चादर ओढ़े पहाड़।,Happy,Hindi
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,Stressed,English
"C’est la saison des fleurs, profitons-en!",Happy,English
